time_s,vtk_index,droplet_in_frame,x_min_um,x_max_um,x_centroid_um,L_um,w_um,V_nL,n_cells,V1_nL,c1,V2_nL,c2,V3_nL,c3,dye_closure_err,dye_outside_frac,core_bias_strict,asym_strict
0.5,50019,0,5149.999866262078,6290.000164881349,5696.365724468017,1140.0002986192703,738.4615382761694,469.4955529168716,338,125.11453480870045,0.2664871563349038,137.5693982289206,0.2930153382161609,206.8116198792506,0.4404975054489354,0.21497175446717143,0.2379899732149126,-0.06539774158334155,-0.1809274521077081
0.5025,50269,0,5209.999857470393,6410.000147297978,5777.227954810536,1200.0002898275852,738.4615382761694,472.1103979329731,351,126.71670799034787,0.2684048234166158,138.5980588034766,0.29357129055046516,206.7956311391487,0.4380238860329191,0.21785310124787194,0.24609339101043787,-0.0648001253233274,-0.17975586619260464
0.505,50519,0,5269.999848678708,6470.000138506293,5857.717246431778,1200.0002898275852,738.4615382761694,473.32630636272177,351,127.03538004045198,0.26838859013912825,139.29434950919688,0.2942882059093756,206.99657681307298,0.4373232039514962,0.22139976265387373,0.24335420071532624,-0.06349318085393585,-0.17653079732706495
0.5075,50769,0,5389.999831095338,6530.000129714608,5938.265621146944,1140.0002986192703,738.4615382761694,461.4219310267893,338,123.3377131456555,0.26729920025950116,135.51774337195928,0.2936959304695281,202.56647450917453,0.4390048692709707,0.22664314749650155,0.2516330111337288,-0.06415865674204269,-0.17649676987916252
0.51,51019,0,5449.999822303653,6650.000112131238,6019.1026785565255,1200.0002898275852,738.4615382761694,466.2079219340151,338,125.37721162126155,0.2689298180544578,137.14915892953644,0.2941802412120914,203.68155138321706,0.43688994073345067,0.22835134715188524,0.24257334369436506,-0.06297389037349505,-0.17522077168416478
0.605,60519,0,2948.148176074028,4609.999945387244,3920.679545891751,1661.8517693132162,615.3846115921624,514.6708092796912,442,131.04161547892886,0.2546124884415506,177.5223046954518,0.3449239814939254,206.10688910531053,0.40046353006452406,0.1371950394418455,0.17387721813813592,0.02364053324931814,-0.18218852027383636
0.6075,60769,0,3244.4443786516786,4729.999927803874,4048.9351798945786,1485.5555491521955,615.3846115921624,517.5632319513345,416,132.41941063050746,0.25585165725790704,178.2963425571417,0.34449190272833485,206.84747876368536,0.3996564400137583,0.136488161463181,0.1776913376545192,0.02350638707096042,-0.1798210683054443
0.61,61019,0,3481.481457129121,4789.999919012189,4158.807207173209,1308.518461883068,676.9230749341659,513.2443761253477,377,130.30048791859718,0.2538761143420194,176.59408292122487,0.3440740729677201,206.34980528552572,0.40204981269026063,0.13944811368635357,0.17890215217300956,0.018909643622480987,-0.1787081241117132
0.6125,61269,0,3600.000054575503,4909.999901428819,4255.570478028195,1309.9998468533158,676.9230749341659,513.9558885077869,377,131.66426001241894,0.256178133097553,176.60991803054682,0.3436285525267817,205.6817104648211,0.4001933143756652,0.14664784013464432,0.18726509122638643,0.016794383363694654,-0.18576113531401964
0.615,61519,0,3718.518535606563,4969.999892637134,4345.397302060645,1251.4813570305705,676.9230749341659,513.3728531115031,364,131.7569737917585,0.2566496708838269,176.48170518679524,0.34376906397982815,205.1341741329493,0.3995812651363448,0.15291267629438454,0.18350862031123583,0.011540065803619659,-0.1864886218183597
0.6175,61769,0,3837.0370166376233,5089.999875053763,4431.140856167592,1252.96285841614,676.9230749341659,509.1938018003046,364,130.0472258222647,0.2553982891434852,175.09328613356232,0.3438637420850427,204.05328984447752,0.40073796877147194,0.15655455476003305,0.19630983244214756,0.00885421487137844,-0.18920376272404765
0.62,62019,0,3896.2963735684752,5149.999866262078,4513.666647600117,1253.703492693603,676.9230749341659,508.6069208865115,364,130.38624992332424,0.2563595668262999,174.61945821913437,0.34332890695779233,203.6012127440529,0.4003115262159078,0.16055034960531833,0.1955161317319546,0.007494732880762411,-0.18389106091077767
0.6225,62269,0,4014.8147381842136,5209.999857470393,4594.455652803472,1195.1851192861795,676.9230749341659,504.5523671982035,351,128.87741318195927,0.25542921123850815,172.79133991853737,0.3424646303376864,202.88361409770687,0.4021061584238054,0.16666695908823795,0.19360176203931767,0.009128685590395647,-0.18209553081739446
0.625,62519,0,4074.0740951150656,5269.999848678708,4673.605074064558,1195.9257535636425,676.9230749341659,494.11949958694976,351,124.95798718437923,0.2528902164129034,169.26666882370662,0.34256221210699445,199.8948435788639,0.4045475714801023,0.17163262496620116,0.20829567984102607,0.008906256353906072,-0.17641500670154694
0.6275,62769,0,4192.592576146126,5389.999831095338,4752.468160430754,1197.407254949212,676.9230749341659,497.56690093385373,351,127.26851982543675,0.25578172419944745,169.11490527853027,0.33988375223739475,201.18347582988673,0.4043345235631579,0.17298809609368337,0.20508981422849892,0.008041126567783219,-0.17636108460619185
